1,64,0.00524,0.0358,0.00609,1
1,64,0.00524,0.0358,0.00609,1
1,71,0.00435,0.02808,0.00536,1
1,71,0.00435,0.02808,0.00536,1
2,7,0.07776,0.46693,0.06336,1
10,2,0.05552,0.1357,0.01777,1
4,3,0.0045,0.11582,0,1
22,3,0.00485,0.02012,0.00341,1
55,3,0.01574,0.03782,0.00513,1
4,357,0.0042,0.03,0.055,1
6,5,0.00602,0.14707,0,1
25,5,0.01842,0.0821,0.01204,1
5,61,0.00599,0.02484,0.00422,1
67,5,0.01711,0.04181,0.00548,1
7,15,0.06224,0.37375,0.05072,1
31,7,0.04803,0.27434,0.04123,1
9,8,0.00455,0.09471,0,1
8,32,0.04501,0.11002,0.01441,1
8,69,0.0083,0.03628,0.00553,1
11,10,0.00721,0.3246,0,1
10,15,0.04703,0.28243,0.03833,1
10,30,0.0616,0.3699,0.0502,1
12,87,0.04934,0.20469,0.03473,1
275,12,0.0571,0.24977,0.03804,1
13,31,0.04509,0.27078,0.03675,1
47,13,0.00947,0.06117,0.01167,1
86,13,0.079,0.19311,0.02529,1
14,47,0.03566,0.14794,0.0251,1
14,83,0.04105,0.18293,0.02682,1
16,34,0.01828,0.10976,0.01489,1
68,16,0.02773,0.15837,0.0238,1
18,17,0.03227,0.07887,0.01033,1
17,29,0.03244,0.14188,0.02161,1
37,17,0.00752,0.03352,0.00491,1
47,17,0.036,0.156,0.024,1
24,18,0.01094,0.06572,0.00892,1
19,40,0.04978,0.20651,0.03504,1
19,45,0.01522,0.0372,0.00487,1
19,71,0.0044,0.028,0.0054,1
71,19,0.0044,0.028,0.0054,1
19,84,0.03,0.16,0.025,1
21,20,0.00327,0.07812,0,1
25,20,0.00828,0.03434,0.00583,1
84,20,0.01056,0.06337,0.0086,1
20,283,0.0189,0.06,0.006,1
20,354,0.00996,0.06938,0.01134,1
23,22,0.00535,0.11733,0,1
22,28,0.01433,0.09253,0.01765,1
22,28,0.01433,0.09253,0.01765,1
24,90,0.01414,0.06303,0.00924,1
26,25,0.0042,0.18046,0,1
27,45,0.02505,0.10957,0.01669,1
56,27,0.03121,0.0763,0.00999,1
28,333,0.00428,0.01875,0.00286,1
29,56,0.02054,0.11733,0.01763,1
30,38,0.07404,0.42285,0.06354,1
83,30,0.06537,0.37334,0.0561,1
33,32,0.00283,0.06758,0,1
32,36,0.01956,0.11746,0.01594,1
38,32,0.045,0.11,0.015,1
33,81,0.003,0.031,0.059,1
33,274,0.0139,0.136,0.262,1
35,34,0.00438,0.08496,0,1
67,34,0.00795,0.04771,0.00647,1
88,36,0.02065,0.11793,0.01772,1
37,71,0.00669,0.04319,0.00824,1
39,38,0.00201,0.08591,0,1
82,38,0.01115,0.04969,0.00729,1
83,38,0.01,0.05,0.007,1
40,90,0.02991,0.13329,0.01955,1
42,41,0.00419,0.11123,0,1
43,41,0.003,0.12844,0,1
65,41,0.00386,0.02203,0.00331,1
41,67,0.00393,0.01722,0.00262,1
44,243,0.03857,0.17192,0.02521,1
354,44,0.02731,0.19029,0.03111,1
45,64,0.00545,0.03794,0.0062,1
87,46,0.03262,0.14269,0.02173,1
46,233,0.05654,0.23454,0.0398,1
48,47,0.00335,0.06576,0,1
49,47,0.00276,0.11783,0,1
50,47,0.00313,0.09941,0,1
51,47,0.0056,0.1283,0,1
52,47,0.00368,0.0826,0,1
53,47,0.0023,0.08808,0,1
47,85,0.00947,0.06117,0.01167,1
53,81,0.003,0.03,0.06,1
54,56,0.02202,0.09633,0.01467,1
89,54,0.08737,0.21357,0.02796,1
55,89,0.04982,0.12179,0.01595,1
57,56,0.00315,0.1312,0,1
56,61,0.02267,0.12946,0.01945,1
56,65,0.02269,0.12962,0.01948,1
59,58,0.02655,0.46187,0,1
60,58,0.00894,0.38854,0,1
69,58,0.0074,0.05155,0.00843,1
69,58,0.0074,0.05155,0.00843,1
58,87,0.01573,0.10956,0.01791,1
58,87,0.01573,0.10956,0.01791,1
62,61,0.0163,0.31787,0,1
63,61,0.00567,0.10409,0,1
61,266,0.054,0.18,0.028,1
66,65,0.00508,0.12315,0,1
88,68,0.02962,0.16921,0.02543,1
70,69,0.00297,0.07,0,1
82,69,0.02137,0.0952,0.01396,1
72,71,0.00529,0.08551,0,1
73,71,0.00499,0.14254,0,1
74,71,0.00575,0.12453,0,1
75,71,0.00373,0.09967,0,1
76,71,0.00141,0.04937,0,1
77,71,0.00641,0.12047,0,1
78,71,0.00533,0.19087,0,1
79,71,0.00013,0.046,0,1
80,71,0.01206,0.20208,0,1
81,71,0.00167,0.0665,0,1
272,79,0.0013,0.015,1.02,1
272,79,0.0013,0.015,1.02,1
81,282,0.0091,0.089,0.171,1
84,354,0.02049,0.09131,0.01339,1
85,86,0.03392,0.14838,0.0226,1
90,85,0.02018,0.13786,0.02346,1
120,91,0.0389,0.17144,0.0798,1
91,139,0.02193,0.09667,0.045,1
189,91,0.00554,0.02443,0.01137,1
113,92,0.00839,0.03697,0.01721,1
118,92,0.00955,0.04062,0.02032,1
94,93,0.0003,0.01986,0,1
95,93,0.00022,0.01466,0,1
96,93,0.00033,0.01714,0,1
97,93,0.00036,0.02679,0,1
112,93,0.00097,0.01175,0.78032,1
93,192,0.00031,0.0037,0.24573,1
129,94,0.00353,0.02067,0.01032,1
94,138,0.0013,0.0099,0.0052,1
98,205,0.00888,0.05207,0.026,1
98,213,0.00861,0.03661,0.01831,1
105,99,0.02253,0.09931,0.04623,1
99,143,0.01877,0.08271,0.0385,1
100,140,0.01224,0.07176,0.03583,1
100,173,0.00735,0.03126,0.01563,1
200,100,0.00725,0.03084,0.01542,1
152,101,0.02439,0.10748,0.05003,1
101,170,0.02061,0.09083,0.04228,1
101,182,0.02461,0.10467,0.05235,1
103,102,0.00044,0.03546,0,1
104,102,0.00043,0.02897,0,1
218,102,0.00108,0.01307,0.86827,1
103,132,0.01245,0.05297,0.02649,1
103,143,0.02008,0.08851,0.0412,1
184,103,0.01029,0.04536,0.02111,1
103,214,0.00995,0.0423,0.02115,1
105,120,0.01859,0.07908,0.03955,1
106,128,0.00862,0.03799,0.01769,1
579,106,0.00961,0.04237,0.01972,1
134,107,0.00593,0.02614,0.01217,1
160,107,0.0084,0.03705,0.01725,1
109,108,0.00048,0.05045,0,1
110,108,0.0002,0.01182,0,1
108,187,0.00253,0.03068,2.03836,1
108,218,0.00089,0.01081,0.71846,1
109,184,0.01163,0.05125,0.02386,1
136,111,0.00097,0.00548,0.00295,1
146,111,0.00102,0.00744,0.00422,1
113,112,0.00034,0.01888,0,1
114,112,0.00054,0.03406,0,1
115,112,0.00036,0.02425,0,1
204,112,0.0001,0.00124,0.08207,1
113,131,0.02207,0.09391,0.04697,1
155,113,0.00558,0.03156,0.01697,1
116,146,0.0023,0.01016,0.00473,1
158,116,0.00317,0.014,0.00651,1
149,117,0.02475,0.10526,0.05264,1
219,117,0.01207,0.05318,0.02475,1
118,181,0.01692,0.07455,0.0347,1
119,136,0.00363,0.02129,0.01063,1
119,200,0.01026,0.0452,0.02104,1
203,119,0.00369,0.02161,0.01079,1
121,197,0.0118,0.05199,0.0242,1
213,121,0.00737,0.0432,0.02157,1
122,139,0.02398,0.10567,0.04919,1
122,178,0.02177,0.09259,0.04631,1
123,205,0.01097,0.04834,0.0225,1
213,123,0.01414,0.06232,0.02901,1
220,124,0.00522,0.02298,0.0107,1
124,853,0.00925,0.03935,0.01968,1
125,134,0.00439,0.01867,0.00934,1
137,125,0.00468,0.01993,0.00997,1
126,157,0.01411,0.08272,0.04131,1
126,182,0.01863,0.10528,0.05663,1
127,146,0.00216,0.0092,0.0046,1
127,173,0.00236,0.01003,0.00502,1
128,156,0.00415,0.02434,0.01216,1
201,128,0.00307,0.01798,0.00898,1
172,129,0.00639,0.03748,0.01871,1
130,177,0.00845,0.03725,0.01734,1
850,130,0.00569,0.03334,0.01665,1
130,1020,0.00371,0.02173,0.01085,1
131,205,0.02335,0.09932,0.04967,1
212,131,0.00894,0.03938,0.01833,1
133,132,0.00216,0.07846,0,1
132,149,0.0136,0.05786,0.02893,1
156,135,0.01021,0.04497,0.02093,1
135,193,0.01465,0.06453,0.03004,1
154,137,0.00363,0.02051,0.01103,1
183,138,0.00376,0.02203,0.011,1
170,139,0.02944,0.12973,0.06039,1
140,152,0.00912,0.05349,0.02671,1
181,141,0.02377,0.10475,0.04876,1
141,833,0.01273,0.05412,0.02707,1
171,142,0.00691,0.03904,0.021,1
142,203,0.00873,0.04934,0.02654,1
850,144,0.00757,0.0428,0.02302,1
144,927,0.01118,0.06552,0.03272,1
146,145,0.00016,0.00742,0,1
146,145,0.00016,0.00742,0,1
147,145,0.00069,0.06323,0,1
148,145,0.00025,0.01321,0,1
218,145,0.033,0.043,2.3,1
145,801,0.0008,0.00971,0.64507,1
150,149,0.00537,0.10085,0,1
214,149,0.00524,0.0231,0.01075,1
151,155,0.00608,0.03562,0.01779,1
701,151,0.00421,0.02468,0.01232,1
153,152,0.0016,0.04103,0,1
183,154,0.00409,0.02397,0.01197,1
217,156,0.00712,0.04025,0.02165,1
164,157,0.01087,0.06371,0.03181,1
159,158,0.00995,0.05832,0.02912,1
159,179,0.00135,0.00792,0.00396,1
160,163,0.00557,0.03267,0.01631,1
160,639,0.0102,0.04493,0.02092,1
162,161,0.00129,0.05708,0,1
179,161,0.00235,0.01376,0.00687,1
161,802,0.00727,0.03095,0.01548,1
163,193,0.0084,0.04925,0.0246,1
165,164,0.00225,0.04467,0,1
167,164,0.00347,0.07389,0,1
178,164,0.01908,0.08409,0.03914,1
164,303,0.01377,0.08073,0.04031,1
166,165,0.01303,0.29308,0,1
339,165,0.0052,0.02972,0.00447,1
169,168,0.002,0.07139,0,1
168,201,0.00218,0.01278,0.00638,1
168,224,0.00307,0.01798,0.00898,1
177,171,0.01338,0.05896,0.02745,1
224,171,0.01236,0.07244,0.03618,1
172,220,0.01257,0.05349,0.02675,1
174,173,0.00401,0.14309,0,1
175,173,0.00414,0.18022,0,1
176,173,0.00156,0.07238,0,1
180,179,0.00259,0.12398,0,1
181,212,0.01763,0.075,0.03751,1
185,184,0.0017,0.10337,0,1
186,184,0.00149,0.05101,0,1
188,187,0.00012,0.00729,0,1
190,187,0.0003,0.03477,0,1
191,187,0.00075,0.04235,0,1
189,188,0.00183,0.13303,0,1
188,320,0.00546,0.05679,0.19351,1
193,192,0.00013,0.00916,0,1
194,192,0.00019,0.01252,0,1
195,192,0.00022,0.0164,0,1
196,192,0.00055,0.02588,0,1
192,648,0.00059,0.00721,0.47876,1
